,State,District,City,Temple,Change
317,Bihar, Vaishali , Hajipur,Dargãh of Pîr Shattãrî, Temple site.
318,Bihar, Vaishali , Hajipur,Dargãh of Hãjîu’l Harmain, Temple site.
319,Bihar, Vaishali , Hajipur,Dargãh of Pîr Jalãlu’d-Dîn, Temple site.
320,Bihar, Vaishali , Basarh,DargAh of Pîr Mîrãn, On top of a Buddhist Stûpa.
321,Bihar, Vaishali , Basarh,Mazãr of Shykh Muhammad Faizu’llãh Ali alias Qãzin Shattãrî, Temple site.
322,Bihar, Vaishali , Basarh,Graveyard, Many tombs built with temple materials.
323,Bihar, Vaishali , Basarh,Masjid, Temple site.
324,Bihar, District to be determined, Hasanpura,Mazãr of Makhdûm Hasan," On the site of a Buddhist Stûpa,"
325,Bihar, District to be determined, Jhangira,Jãmi‘ Masjid, Temple site.
326,Delhi, District to be determined,Maqbara of Nãsiru’d-Dîn,son of Sultãn Shamsu’d-Dîn Iltutmish (1231),
327,Gujarat, Ahmadabad , Ahmadabad ,Palace and Citadel of Bhadra,
328,Gujarat, Ahmadabad , Ahmadabad ,Ahmad Shãh-kî-Masjid in Bhadra,
329,Gujarat, Ahmadabad , Ahmadabad ,Jãmi‘ Masjid of Ahmad Shãh,
330,Gujarat, Ahmadabad , Ahmadabad ,Haibat Khãn-kî-Masjid,
331,Gujarat, Ahmadabad , Ahmadabad ,Rãnî Rûpmatî-kî-Masjid,
332,Gujarat, Ahmadabad , Ahmadabad ,Rãnî Bãî Harîr-kî-Masjid,
333,Gujarat, Ahmadabad , Ahmadabad ,Malik SãraNg-kî-Masjid,
334,Gujarat, Ahmadabad , Ahmadabad ,Mahfûz Khãn-kî-Masjid,
335,Gujarat, Ahmadabad , Ahmadabad ,Sayyid Ãlam-kî-Masjid,
336,Gujarat, Ahmadabad , Ahmadabad ,Pattharwãli or Qutb Shãh-kî-Masjid,
337,Gujarat, Ahmadabad , Ahmadabad ,Sakar Khãn-kî-Masjid,
338,Gujarat, Ahmadabad , Ahmadabad ,Bãbã Lûlû-kî-Masjid,
339,Gujarat, Ahmadabad , Ahmadabad ,Shykh Hasan Muhammad Chishtî-kî-Masjid,
340,Gujarat, Ahmadabad , Ahmadabad ,Masjid at Isãnpur,
341,Gujarat, Ahmadabad , Ahmadabad ,Masjid and Mazãr of Malik Sha‘bãn,
342,Gujarat, Ahmadabad , Ahmadabad ,Masjid and Mazãr of Rãnî Sîprî (Sabarai),
343,Gujarat, Ahmadabad , Ahmadabad ,Masjid and Mazãr of Shãh Ãlam at Vatva,
344,Gujarat, Ahmadabad , Ahmadabad ,Maqbara of Sultãn Ahmad Shãh I,
345,Gujarat, Ahmadabad , Dekwara,Masjid (1387), Temple site.
346,Gujarat, Ahmadabad , Dholka,Masjid and Mazãr of Bahlol Khãn Ghãzî, Temple site.
347,Gujarat, Ahmadabad , Dholka,Mazãr of Barkat Shahîd (1318), Temple site.
348,Gujarat, Ahmadabad , Dholka,Tanka or Jãmi‘ Masjid (1316), Temple materials used.
349,Gujarat, Ahmadabad , Dholka,Hillãl Khãn Qãzî-kî-Masjid (1333), Temple materials used.
350,Gujarat, Ahmadabad , Dholka,Khîrnî Masjid (1377), Converted Bãvan Jinãlaya Temple.
351,Gujarat, Ahmadabad , Dholka,Kãlî Bazar Masjid (1364), Temple site.
352,Gujarat, Ahmadabad , Isapur,Masjid, Temple site.
353,Gujarat, Ahmadabad , Mandal,Sayyid-kî-Masjid (1462), Temple site.
354,Gujarat, Ahmadabad , Mandal,Jãmi‘ Masjid, Temple site.
355,Gujarat, Ahmadabad , Paldi,Patthar-kî-Masjid, Temple site.
356,Gujarat, Ahmadabad , Ranpur,Jãmi‘ Masjid (1524-25), Temple site.
357,Gujarat, Ahmadabad , Sarkhej,Dargãh of Shykh Ahmad Khattû Ganj Baksh (d, 1445). Temple materials used.
358,Gujarat, Ahmadabad , Sarkhej,Maqbara of Sultãn Mahmûd BegaDã, Temple materials used.
359,Gujarat, Ahmadabad , Usmanpur,Masjid and Mazãr of Sayyid Usmãn, Temple site.
360,Gujarat, Banaskantha , Haldvar,Mazãr of Lûn Shãh and Gûjar Shãh, Temple site.
361,Gujarat, Banaskantha , Halol,Ek Mînãr-kî-Masjid, Temple site.
362,Gujarat, Banaskantha , Halol,PãNch MuNhDã-kî-Masjid, Temple site.
363,Gujarat, Banaskantha , Halol,Jãmi‘ Masjid (1523-24), Temple site.
364,Gujarat, Banaskantha , Malan,Jãmi‘ Masjid (1462), Temple materials used.
365,Gujarat, Baroda , Baroda,Jãmi‘ Masjid (1504-05) Temple site,
366,Gujarat, Baroda , Baroda,Dargãh of Pîr Amîr Tãhir with its Ghãzî Masjid, Temple site.
367,Gujarat, Baroda , Baroda,Mazãr of Pîr GhoDã (1421-23), Temple site.
368,Gujarat, Baroda , Dabhoi,Dargãh of PãNch Bîbî, Temple materials used.
369,Gujarat, Baroda , Dabhoi,Mazãr of Mãî Dhokrî, Temple materials used.
370,Gujarat, Baroda , Dabhoi,Fort, Temple materials used.
371,Gujarat, Baroda , Dabhoi,"Hira, Baroda, MabuDa and NandoDi Gates", Temple materials used.
372,Gujarat, Baroda , Dabhoi,MahuNDi Masjid, Temple materials used.
373,Gujarat, Baroda , Danteshwar,Mazãr of Qutbu’d-Dîn, Temple site.
374,Gujarat, Baroda , Sankheda,Masjid (1515-16), Temple site.
375,Gujarat, Bharuch , Amod,Jãmi‘ Masjid, Temple materials used.
376,Gujarat, Bharuch , Bharuch,Jãmi‘ Masjid (1321), Brahmanical and Jain temple materials used.
377,Gujarat, Bharuch , Bharuch,Ghaznavî Masjid (1326), Temple site.
378,Gujarat, Bharuch , Bharuch,Idgãh (1326), Temple site.
379,Gujarat, Bharuch , Bharuch,ChunãwãDã Masjid (1458), Temple site.
380,Gujarat, Bharuch , Bharuch,Qãzî-kî-Masjid (1609), Temple site.
381,Gujarat, Bharuch , Bharuch,Mazãr of Makhdûm Sharîfu’d-Dîn (1418), Temple site.
382,Gujarat, Bharuch , Jambusar,Jãmi‘ Masjid (1508-09), Temple site.
383,Gujarat, Bharuch , Tankaria,BaDî or Jãmi‘ Masjid (1453), Temple site.
384,Gujarat, Bhavnagar , Botad,Mazãr of Pîr Hamîr Khan, Temple site.
385,Gujarat, Bhavnagar , Tolaja,Idgãh and Dargãh of Hasan Pîr, Temple site.
386,Gujarat, Bhavnagar , Ghoda,Masjid (1614), Temple site.
387,Gujarat, Jamnagar , Amran,Dargãh of Dawal Shãh, Temple materials used.
388,Gujarat, Jamnagar , Bet Dwarka,Dargãh of Pîr Kirmãnî, Temple site.
389,Gujarat, Jamnagar , Dwarka,Masjid (1473), Temple site.
390,Gujarat, Junagarh , Junagarh,BorwãD Masjid (1470), Temple site.
391,Gujarat, Junagarh , Junagarh,Jãmi‘ Masjid in Uparkot, Jain Temple site.
392,Gujarat, Junagarh , Junagarh,Masjid at Mãî GaDhechî, Converted Jain temple.
393,Gujarat, Junagarh , Loliyana,Dargãh of Madãr Shãh, Temple site.
394,Gujarat, Junagarh , Kutiana,Jãmi‘ Masjid, Temple site.
395,Gujarat, Junagarh , Mangrol,Rahmat Masjid, Temple materials used.
396,Gujarat, Junagarh , Mangrol,Jãmi‘ Masjid (1382-83), Temple materials used.
397,Gujarat, Junagarh , Mangrol,JûnI Jail-kî-Masjid (1385-86), Temple site.
398,Gujarat, Junagarh , Mangrol,Revãlî Masjid (1386-87), Temple materials used.
399,Gujarat, Junagarh , Mangrol,Masjid at Bandar, Temple materials used.
400,Gujarat, Junagarh , Mangrol,Dargãh near Revãli Masjid, Temple materials used.
401,Gujarat, Junagarh , Mangrol,Mazãr of Sayyid Sikandar alias Makhdûm Jahãniyã (1375), Temple materials
402,Gujarat, Junagarh , Mangrol,GaDhi Gate, Temple materials used.
403,Gujarat, Junagarh , Somnath Patan,Bãzãr Masjid (1436), Temple site.
404,Gujarat, Junagarh , Somnath Patan,Chãndnî Masjid (1456), Temple site.
405,Gujarat, Junagarh , Somnath Patan,Qãzî-kî-Masjid (1539), Temple site.
406,Gujarat, Junagarh , Somnath Patan,PathãnwaDi Masjid (1326), Temple site.
407,Gujarat, Junagarh , Somnath Patan,Muhammad Jamãdãr-kî-Masjid (1420), Temple site.
408,Gujarat, Junagarh , Somnath Patan,MiThãshãh Bhang-kî-Masjid (1428), Temple site.
409,Gujarat, Junagarh , Somnath Patan,Jãmi‘ Masjid, Temple materials used.
410,Gujarat, Junagarh , Somnath Patan,Masjid made out of the SomanAtha Temple of Kumãrapãla,
411,Gujarat, Junagarh , Somnath Patan,Masjid at the back of the Somanãtha Temple, Converted temple.
412,Gujarat, Junagarh , Somnath Patan,Motã Darwãza, Temple materials used.
413,Gujarat, Junagarh , Somnath Patan,Mãîpurî Masjid on the way to Veraval, Temple materials used.
414,Gujarat, Junagarh , Somnath Patan,Dargãh of Manglûri Shãh near Mãîpurî Masjid, Temple materials used.
415,Gujarat, Junagarh , Somnath Patan,Shahîd Mahmûd-kî-Masjid (1694), Temple site.
416,Gujarat, Junagarh , Vanasthali,Jãmi‘ Masjid, Converted VAmana Temple.
417,Gujarat, Junagarh , Veraval,Jãmi‘ Masjid (1332), Temple site.
418,Gujarat, Junagarh , Veraval,Nagîna Masjid (1488), Temple site.
419,Gujarat, Junagarh , Veraval,Chowk Masjid, Temple site.
420,Gujarat, Junagarh , Veraval,MãNDvî Masjid, Temple site.
421,Gujarat, Junagarh , Veraval,Mazãr of Sayyid Ishãq or Maghribî Shãh, Temple site.
422,Gujarat, Junagarh , Veraval,Dargãh of Muhammad bin Hãjî Gilãnî, Temple site.
423,Gujarat, Kachchh , Bhadreshwar,Solãkhambî Masjid, Jain Temple materials used.
424,Gujarat, Kachchh , Bhadreshwar,ChhoTî Masjid, Jain Temple materials used.
425,Gujarat, Kachchh , Bhadreshwar,Dargãh of Pîr Lãl Shãhbãz, Jain Temple materials used.
426,Gujarat, Kachchh , Bhuj,Jãmi‘ Masjid, Temple site.
427,Gujarat, Kachchh , Bhuj,Gumbad of Bãbã Guru, Temple site.
428,Gujarat, Kheda , Kapadwani,Jãmi‘ Masjid (1370-71), Temple site.
429,Gujarat, Kheda , Kapadwani,Sãm Shahîd-kî-Masjid (1423), Temple site.
430,Gujarat, Kheda , Khambhat,Jãmi‘ Masjid (1325), Jain Temple materials used.
431,Gujarat, Kheda , Khambhat,Masjid in Qaziwara (1326), Temple site.
432,Gujarat, Kheda , Khambhat,Masjid in Undipet (1385), Temple site.
433,Gujarat, Kheda , Khambhat,Sadi-i-Awwal Masjid (1423), Temple site.
434,Gujarat, Kheda , Khambhat,Fujrã-kî-Masjid (1427), Temple site.
435,Gujarat, Kheda , Khambhat,Mazãr of Umar bin Ahmad Kãzrûnî, Jain Temple materials used.
436,Gujarat, Kheda , Khambhat,Mazãr of Qãbil Shãh, Temple site.
437,Gujarat, Kheda , Khambhat,Mazãr of Shykh Alî Jaulãqî known as Parwãz Shãh (1498), Temple site.
438,Gujarat, Kheda , Khambhat,Mazãr of Shãh Bahlol Shahîd, Temple site.
439,Gujarat, Kheda , Khambhat,Maqbara of Ikhtîyãru’d-Daula (1316), Temple site.
440,Gujarat, Kheda , Khambhat,IdgAh (1381-82), Temple site.
441,Gujarat, Kheda , Mahuda,Jãmi‘ Masjid (1318), Temple site.
442,Gujarat, Kheda , Sojali,Sayyid Mubãrak-kî-Masjid, Temple site.
443,Gujarat, Mehsana , Kadi,Masjid (1384), Temple site.
444,Gujarat, Mehsana , Kadi,Masjid (1583), Temple site.
445,Gujarat, Mehsana , Kheralu,Jãmi‘ Masjid (1409-10), Temple site.
446,Gujarat, Mehsana , Modhera,Rayadi Masjid, Temple site.
447,Gujarat, Mehsana , Munjpur,Jãmi‘ Masjid (1401-02), Temple site.
448,Gujarat, Mehsana , Patan,Jãmi‘ Masjid (1357), Temple materials used.
449,Gujarat, Mehsana , Patan,Phûtî Mahalla or Pinjar Kot-kî-Masjid (1417), Temple site.
450,Gujarat, Mehsana , Patan,Bãzãr-kî-Masjid (1490), Temple site.
451,Gujarat, Mehsana , Patan,Masjid in a field that was the Sahasralinga Talav, Temple materials used.
452,Gujarat, Mehsana , Patan,"Masjid and Dargãh of Makhdûm Husãmu’d-Dîn Chishtî, disciple of Shykh",
453,Gujarat, Mehsana , Temple materials used,GûmDã Masjid (1542), Temple site.
454,Gujarat, Mehsana , Temple materials used,RangrezoN-kî-Masjid (1410-11), Temple site.
455,Gujarat, Mehsana , Temple materials used,Dargãh of Shykh Muhammad Turk Kãshgarî (1444-45), Temple site.
456,Gujarat, Mehsana , Temple materials used,Dargãh of Shykh Farîd, Converted temple.
457,Gujarat, Mehsana , Sami,Jãmi‘ Masjid (1404), Temple site.
458,Gujarat, Mehsana , Sidhpur,Jãmi‘ Masjid, Built on the site and with the materials of the Rudra-
459,Gujarat, Mehsana , Una,Dargãh of Hazrat Shãh Pîr, Temple site.
460,Gujarat, Mehsana , Vijapur,Kalãn Masjid (1369-70), Temple site.
461,Gujarat, Mehsana , Vijapur,Mansûrî Masjid, Temple site.
462,Gujarat, Panch Mahals , Champaner,Jãmi‘ Masjid (1524), Temple site.
463,Gujarat, Panch Mahals , Champaner,Bhadra of Mahmûd BegDã, Temple site.
464,Gujarat, Panch Mahals , Champaner,Shahr-kî-Masjid, Temple site.
465,Gujarat, Panch Mahals , Godhra,Masjid, Temple site.
466,Gujarat, Panch Mahals , Pavagadh,Masjid built on top of the Devî Temple,
467,Gujarat, Panch Mahals , Pavagadh,PãNch MuNhDã Masjid, Temple site.
468,Gujarat, Panch Mahals , Pavagadh,Jãmi‘ Masjid," Temple site,"
469,Gujarat, Panch Mahals , Rayania,Masjid (1499-1500), Temple site.
470,Gujarat, Rajkot , Jasdan,Dargãh of Kãlû Pîr, Temple materials used.
471,Gujarat, Rajkot , Khakhrechi,Jãmi‘ Masjid, Temple site.
472,Gujarat, Rajkot , Khakhrechi,Dargãh of Kamãl Shãh Pîr, Temple site.
473,Gujarat, Rajkot , Mahuva,Idgah (1418), Temple site.
474,Gujarat, Rajkot , Malia,Jãmi‘ Masjid, Temple site.
475,Gujarat, Rajkot , Morvi,Masjid (1553), Temple site.
476,Gujarat, Rajkot , Santrampur,Masjid (1499-1500), Temple site.
477,Gujarat, Sabarkantha , Hersel,Masjid (1405), Temple site.
478,Gujarat, Sabarkantha , Himmatnagar,Moti-Mohlat Masjid in Nani Vorwad (1471), Temple site.
479,Gujarat, Sabarkantha , Prantij,Fath or Tekrewãlî Masjid (1382), Temple site.
480,Gujarat, Sabarkantha , Prantij,Dargãh of Sikandar Shãh Shahîd (d, 1418). Temple materials used.
481,Gujarat, Surat , Navasari,Jãmi‘ Masjid (1340), Temple site.
482,Gujarat, Surat , Navasari,Shãhî Masjid, Temple site.
483,Gujarat, Surat ,on the site of and/or are constructed with materials from those temples:,Jãmi‘ Masjid,
484,Gujarat, Surat ,on the site of and/or are constructed with materials from those temples:,Nit Naurî Masjid,
485,Gujarat, Surat ,on the site of and/or are constructed with materials from those temples:,Miãn-kî-Masjid,
486,Gujarat, Surat ,on the site of and/or are constructed with materials from those temples:,Khãrwã Masjid,
487,Gujarat, Surat ,on the site of and/or are constructed with materials from those temples:,Munshî-kî-Masjid,
488,Gujarat, Surat , Surat,Mirzã Sãmi-kî-Masjid (1336), Temple site.
489,Gujarat, Surat , Surat,Nau Sayyid Sãhib-kî-Masjid and the nine Mazãrs on Gopi Talav in honour of nine,
490,Gujarat, Surat , Temple sites,Fort built in the reign of Farrukh Siyãr, Temple materials used.
491,Gujarat, Surat , Temple sites,Gopi Talav (1718), Temple materials used.
492,Gujarat, Surat , Tadkeshwar,Jãmi‘ Masjid (1513-14), Temple site.
493,Gujarat, Surendranagar , Sara,DarbargaDh-kî-Masjid (1523), Temple site.
494,Gujarat, Surendranagar , Vad Nagar,Masjid (1694), Stands on the site of the Hãtakešvara Mahãdeva
495,Gujarat, Surendranagar , Wadhwan,Jãmi‘ Masjid (1439), Temple site.
496,Haryana, Ambala , Sadhaura,Masjid built in Khaljî times, Temple materials used.
497,Haryana, Ambala , Sadhaura,Two Masjids built in the reign of Jahãngîr, Temple materials used.
498,Haryana, Ambala , Sadhaura,QãzioN-kî-Masjid (1640), Temple site.
499,Haryana, Ambala , Sadhaura,Abdul Wahãb-kî-Masjid, Temple site.
500,Haryana, Ambala , Sadhaura,Dargãh of Shãh Qumais, Temple site.
501,Haryana, Faridabad , Faridabad,Jãmi‘ Masjid (1605), Temple site.
502,Haryana, Faridabad , Nuh,Masjid (1392-93), Temple materials used.
503,Haryana, Faridabad , Palwal,Ikrãmwãlî or Jãmî‘ Masjid (1221), Temple materials used.
504,Haryana, Faridabad , Palwal,Idgãh (1211), Temple material Is used.
505,Haryana, Faridabad , Palwal,Mazãr of Sayyid Chirãgh, Temple site.
506,Haryana, Faridabad , Palwal,Mazãr of Ghãzî Shihãbu’d-Dîn, Temple site.
507,Haryana, Faridabad , Palwal,Mazãr of Sayyid Wãrah, Temple site.
508,Haryana, Gurgaon , Bawal,Masjid (1560), Temple site.
509,Haryana, Gurgaon , Farrukhnagar,Jãmi‘ Masjid (1276), Temple site.
510,Haryana, Gurgaon , Sohna,Masjid (1561), Temple site.
511,Haryana, Gurgaon , Sohna,Mazãrs known as Kãlã and Lãl Gumbad, Temple sites.
512,Haryana, Hissar , Barwala,Masjid (1289), Temple site.
513,Haryana, Hissar , Fatehabad,Idgãh of Tughlaq times, Temple materials used.
514,Haryana, Hissar , Fatehabad,Masjid built by Humãnyûn (1539), Temple site.
515,Haryana, Hissar , Hansi,Idgãh built in the reign of Shamsu’d-Dîn Iltutmish, Temple site.
516,Haryana, Hissar , Hansi,JulãhoN-kî-Masjid built in the same reign, Temple site.
517,Haryana, Hissar , Hansi,Bû Alî Baksh Masjid (1226), Temple site.
518,Haryana, Hissar , Hansi,Ãdina Masjid (1336), Temple site.
519,Haryana, Hissar , Hansi,Masjid in the Fort (1192), Temple site.
520,Haryana, Hissar , Hansi,Shahîd-Ganj Masjid, Temple site.
521,Haryana, Hissar , Hansi,Humãyûn-kî-Masjid, Temple materials used.
522,Haryana, Hissar , Hansi,Dargãh of Niãmatu’llãh Walî with adjascent Bãrãdarî, Temple materials used.
523,Haryana, Hissar , Hansi,Dargãh of Bû Alî Qalandar (1246), Temple site.
524,Haryana, Hissar , Hansi,Dargãh of Shykh Jalãlu’d-Dîn Haqq (1303), Temple site.
525,Haryana, Hissar , Hansi,Dargãh of Mahammad Jamîl Shãh, Temple site.
526,Haryana, Hissar , Hansi,Dargãh of Wilãyat Shãh Shahîd (1314), Temple site.
527,Haryana, Hissar , Hansi,Chahãr Qutb and its Jãmi‘ Masjid, Temple materials used.
528,Haryana, Hissar , Hansi,Fort and City Gates, Temple materials used.
529,Haryana, Hissar , Hissar ,Lãt-kî-Masjid, Temple materials used.
530,Haryana, Hissar , Hissar ,Humayûn’s Jãmi‘ Masjid (1535), Temple site.
531,Haryana, Hissar , Hissar ,Masjid and Mazãr of Bahlul Lodî, Temple site.
532,Haryana, Hissar , Hissar ,Humãyûn’s Masjid outside Delhi Gate (1533), Temple site.
533,Haryana, Hissar , Hissar ,Dargãh of Bãbã Prãn Pîr Pãdshãh, Temple materials used.
534,Haryana, Hissar , Hissar ,Fort of Fîruz Shãh Tughlaq, Temple materials used.
535,Haryana, Hissar , Hissar ,Jahãz Mahal, Converted Jain Temple.
536,Haryana, Hissar , Hissar ,Gûjarî Mahal, Temple materials used.
537,Haryana, Hissar , Sirsa,Masjid in the Mazãr of Imãm Nãsir (1277), Temple materials used.
538,Haryana, Hissar , Sirsa,Bãbarî Masjid in the Sarai (1530), Temple site.
539,Haryana, Hissar , Sirsa,QãzIzãda-kî-Masjid (1540), Temple site.
540,Haryana, Karnal ,Panipat,Masjid opposite the Mazãr of Bû Alî Qalandar’s mother (1246), Temple site.
541,Haryana, Karnal ,Panipat,Bãbarî Masjid in Kãbulî Bãgh (1528-29), Temple site.
542,Haryana, Karnal ,Panipat,Mazãr of Shykh Jalãlu’d-Dîn (1499), Temple site.
543,Haryana, Karnal ,Panipat,Mazãr of Bû Alî Qalandar (1660), Temple site.
544,Haryana, Kurukshetra , Kaithal,Dargãh of Shykh Salãhu’d-Dîn Abu’l Muhammad of Balkh (d, 1246). Temple
545,Haryana, Kurukshetra , Kaithal,Shãh Wilãyat-kî-Masjid (1657-58), Temple site.
546,Haryana, Kurukshetra , Kaithal,Jãmi‘ Masjid, Temple materials used.
547,Haryana, Kurukshetra , Kaithal,Madrasa, Temple materials used.
548,Haryana, Kurukshetra , Kurukshetra,Madrasa on the Tila, Temple site.
549,Haryana, Kurukshetra , Thanesar,Dargãh and Madrasa of Shykh Chillî or Chehalî Bannurî, Temple materials used.
550,Haryana, Kurukshetra , Thanesar,Pathariã Masjid near Harsh-kã-Tîlã, Temple materials used.
551,Haryana, Kurukshetra , Thanesar,Chînîwãlî Masjid, Temple materials used.
552,Haryana, Mahendergarh ,Narnaul,Mazar of Pîr Turk Shahîd or Shãh Wilãyat (d, 1137). Temple site.
553,Haryana, Rohtak , Jhajjar,Kãlî Masjid (1397), Temple site.
554,Haryana, Rohtak , Maham,PirzãdoN-kî-Masjid built in Bãbar’s reign (1529), Temple site.
555,Haryana, Rohtak , Maham,Humãyûn’s Jãmi‘ Masjid (1531), Temple site.
556,Haryana, Rohtak , Maham,QasãiyoN-kî-Masjid, Temple site.
557,Haryana, Rohtak , Maham,Masjid (1669), Temple site.
558,Haryana, Rohtak , Maham,Daulat Khãn-kî-Masjid (1696), Temple site.
559,Haryana, Rohtak , Rohtak,Dînî Masjid (1309), Temple materials used.
560,Haryana, Rohtak , Rohtak,Masjid in the Fort (1324), Temple site.
561,Haryana, Rohtak , Rohtak,Bãbar’s Masjid-i-Khurd (1527-28), Temple site.
562,Haryana, Rohtak , Rohtak,Bãbar’s RãjpûtoN-kî-Masjid, (1528). Temple site.
563,Haryana, Rohtak , Rohtak,Second or Humãyûn’s Masjid in the Fort (1538), Temple site.
564,Haryana, Rohtak , Rohtak,Masjid at Gokaran (1558), Temple site.
565,Haryana, Rohtak , Rohtak,DogroN Wãlî Masjid (1571), Temple site.
566,Haryana, Rohtak , Rohtak,Mast Khãn-kî-Masjid (1558-59) Temple site,
567,Haryana, Sonepat , Gohana,Dargãh of Shãh Ziãu’d-Dîn Muhammad, Temple site.
568,Haryana, Sonepat , Sonepat,Masjid and Mazãr of Imãm Nãsir (renovated in 1277), Temple site.
569,Haryana, Sonepat , Sonepat,Bãbar’s ShykhzãdoN-kî-Masjid (1530), Temple site.
570,Haryana, Sonepat , Sonepat,Mazãr of Khwãja Khizr, Temple site.
571,Haryana, Sonepat , Sonepat,Humãyûn's Masjid (1538), Temple site.
572,Himachal Pradesh, Sonepat ,Kangra,Jahãngîrî Gate, Temple materials used.
573,Karnataka, Bangalore , Dodda-Ballapur,Dargãh of Muhiu’d-Dîn Chishtî of Ajodhan (d, 1700). Temple
574,Karnataka, Bangalore , Hoskot,Dargãh of Saballî Sãhib, Temple site.
575,Karnataka, Bangalore , Hoskot,Dargãh of Qãsim Sãhib, Converted temple.
576,Karnataka, Belgaum , Belgaum,Masjid-i-Safa in the Fort (1519), Temple site.
577,Karnataka, Belgaum , Belgaum,Jãmi‘ Masjid (1585-86), Temple site.
578,Karnataka, Belgaum , Belgaum,Mazãr of Badru’d-Dîn Shãh in the Fort (1351-52), Temple site.
579,Karnataka, Belgaum , Gokak,Masjid, Temple site.
580,Karnataka, Belgaum , Hukeri,Mãn Sahib-kî-Dargãh (1567-68), Temple site.
581,Karnataka, Belgaum , Hukeri,Kãlî Masjid (1584), Temple materials used.
582,Karnataka, Belgaum , Kudachi,Dargãh of Makhdûm Shãh Walî, Temple site.
583,Karnataka, Belgaum , Kudachi,Mazãr of Shykh Muhammad Sirãju’d-Dîn Pîrdãdî, Temple site.
584,Karnataka, Belgaum , Madbhavi,Masjid, Šiva Temple materials used.
585,Karnataka, Belgaum , Raibag,Jãmi‘ Masjid," Temple site,"
586,Karnataka, Belgaum , Sampgaon,Masjid, Temple site.
587,Karnataka, Bellary , Bellary,Masjid built by Tîpû Sultãn (1789-90), Temple site.
588,Karnataka, Bellary , Hampi,Masjid and Idgãh in the ruins of Vijayanagar, Temple materials used.
589,Karnataka, Bellary , Hospet,Masjid in Bazar Street built by Tîpû Sultãn (1795-96), Temple site.
590,Karnataka, Bellary , Huvinhadgalli,Fort, Temple materials used.
591,Karnataka, Bellary , Kanchagarabelgallu,Dargãh of Husain Shãh, Temple site.
592,Karnataka, Bellary , Kudtani,Dargãh, Durgešvara Temple materials used.
593,Karnataka, Bellary , Sandur,Jãmi‘ Masjid, Temple site.
594,Karnataka, Bellary , Siruguppa,Lãd Khãn Masjid (1674), Temple site.
595,Karnataka, Bellary , Sultanpuram,Masjid on the rock, Temple site.
596,Karnataka, Bidar , Bidar ,Solã Khambã Masjid (1326-27),
597,Karnataka, Bidar , Bidar ,Jãmi‘ Masjid of the Bahmanîs,
598,Karnataka, Bidar , Bidar ,Mukhtãr Khãn-kî-Masjid (1671),
599,Karnataka, Bidar , Bidar ,Kãlî Masjid (1694),
600,Karnataka, Bidar , Bidar ,Masjid west of Kãlî Masjid (1697-98),
601,Karnataka, Bidar , Bidar ,"Farrah-Bãgh Masjid, 3 km outside the city (1671)",
602,Karnataka, Bidar , Bidar ,Dargãh of Hazrat Khalîlu’llãh at Ashtûr (1440),
603,Karnataka, Bidar , Bidar ,Dargãh of Shãh Shamsu’d-Dîn Muhammad Qãdirî known as Multãnî Pãdshãh,
604,Karnataka, Bidar , Bidar ,Dargãh of Shãh Waliu’llãh-al-Husainî,
605,Karnataka, Bidar , Bidar ,Dargãh of Shãh Zainu’l-Dîn Ganj Nishîn,
606,Karnataka, Bidar , Bidar ,Dargãh and Masjid of Mahbûb Subhãnî,
607,Karnataka, Bidar , Bidar ,Mazãr of Ahmad Shãh Walî at Ashtûr (1436),
608,Karnataka, Bidar , Bidar ,Mazãr of Shãh Abdul Azîz (1484),
609,Karnataka, Bidar , Bidar ,Takht Mahal,
610,Karnataka, Bidar , Bidar ,Gagan Mahal,
611,Karnataka, Bidar , Bidar ,Madrasa of Mahmûd Gawãn,
612,Karnataka, Bidar , Chandpur,Masjid (1673-74), Temple site.
613,Karnataka, Bidar , Chillergi,Jãmi‘ Masjid (1381), Temple site.
614,Karnataka, Bidar , Kalyani,Capital of the Later Chãlukyas, All their temples were either demolished
615,Karnataka, Bidar , Kalyani,Jãmi‘ Masjid (1323), Temple site.
616,Karnataka, Bidar , Kalyani,Masjid (1406), Temple site.
617,Karnataka, Bidar , Kalyani,Masjid in Mahalla Shahpur (1586-87), Temple site.
618,Karnataka, Bidar , Kalyani,Dargãh of Maulãna Yãqûb, Temple site.
619,Karnataka, Bidar , Kalyani,Dargãh of Sayyid Pîr Pãshã, Temple site.
620,Karnataka, Bidar , Kalyani,Fort Walls and Towers, Temple materials used.
621,Karnataka, Bidar , Kalyani,Nawãb’s Bungalow, Temple materials used.
622,Karnataka, Bidar , Kohir,Jãmi‘ Masjid, Temple site.
623,Karnataka, Bidar , Kohir,Dargãhs of two Muslim saints, Temple sites.
624,Karnataka, Bidar , Shahpur,Masjid (1586-87), Temple site.
625,Karnataka, Bidar , Udbal,Jãmi‘ Masjid (1661-62), Temple site.
626,Karnataka, Bijapur , Afzalpur,Mahal Masjid, Trikûta Temple materials used.
627,Karnataka, Bijapur , Badami,Second Gateway of the Hill Fort, VishNu Temple materials used.
628,Karnataka, Bijapur , Bekkunal,Dargãh outside the village, Temple materials used.
629,Karnataka, Bijapur , Bijapur,Ancient Hindu city transformed into a Muslim capital, The following
630,Karnataka, Bijapur , Bijapur ,Karîmu’d-Dîn-kî-Masjid in the Ãrk (1320-21),
